indice_tiempo,acum_mensual,promedio_diario
2024-05-01,2612.599568999999,124.40950328571424
2024-06-01,1977.9262239999996,116.34860141176468
2024-07-01,2616.153519,124.578739
2024-08-01,2355.054546,112.14545457142856
2024-09-01,2480.5191430000004,124.02595715000002
2024-10-01,2553.1533029999996,121.57872871428569
2024-11-01,1999.1976520000003,105.22092905263159
2024-12-01,1966.103963,103.47915594736843
2025-01-01,2073.4991619999996,94.24996190909089
2025-02-01,2181.287927,109.06439635
2025-03-01,1879.7967509999999,104.43315283333332
2025-04-01,2524.379409,132.86207415789474
2025-05-01,3054.2447389999993,152.71223694999998
